cor,Int,BCue,CCue,subs,corRehB,corRehC
TRUE,FALSE,TRUE,FALSE,6,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,6,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,6,FALSE,TRUE
TRUE,TRUE,TRUE,TRUE,6,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,6,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,6,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,6,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,6,FALSE,TRUE
FALSE,FALSE,FALSE,FALSE,6,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,6,FALSE,TRUE
FALSE,TRUE,FALSE,FALSE,6,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,6,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,6,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,6,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,6,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,6,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,6,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,6,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,6,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,6,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,6,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,6,FALSE,FALSE
TRUE,FALSE,FALSE,FALSE,6,TRUE,FALSE
FALSE,TRUE,TRUE,TRUE,6,TRUE,FALSE
TRUE,TRUE,TRUE,TRUE,6,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,6,FALSE,FALSE
TRUE,TRUE,TRUE,FALSE,6,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,6,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,6,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,6,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,6,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,6,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,6,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,6,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,6,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,6,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,6,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,6,TRUE,FALSE
FALSE,FALSE,TRUE,FALSE,6,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,6,FALSE,FALSE
TRUE,TRUE,FALSE,FALSE,6,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,6,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,6,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,6,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,6,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,6,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,7,TRUE,FALSE
TRUE,TRUE,TRUE,TRUE,7,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
TRUE,TRUE,TRUE,TRUE,7,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,7,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,7,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,7,FALSE,TRUE
FALSE,TRUE,FALSE,FALSE,7,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,7,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,7,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,7,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,7,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,7,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,7,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,7,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,7,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,7,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,7,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,7,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,7,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,7,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,7,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,7,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,7,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,7,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,7,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,7,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,7,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,7,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,7,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,7,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,7,FALSE,TRUE
TRUE,TRUE,TRUE,TRUE,7,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,7,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,7,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,7,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,7,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,7,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,7,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,7,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
FALSE,FALSE,TRUE,FALSE,7,FALSE,FALSE
TRUE,TRUE,FALSE,FALSE,7,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,7,FALSE,TRUE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,7,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
FALSE,TRUE,TRUE,TRUE,7,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,7,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,7,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,7,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,7,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,8,FALSE,FALSE
TRUE,FALSE,TRUE,FALSE,8,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,8,FALSE,TRUE
TRUE,TRUE,TRUE,FALSE,8,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,8,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,8,FALSE,TRUE
TRUE,FALSE,TRUE,FALSE,8,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,8,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,8,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,8,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,8,FALSE,FALSE
FALSE,FALSE,TRUE,FALSE,8,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,8,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,8,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,8,TRUE,FALSE
TRUE,TRUE,TRUE,TRUE,8,FALSE,TRUE
TRUE,FALSE,TRUE,FALSE,8,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,8,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,8,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,8,FALSE,FALSE
TRUE,TRUE,FALSE,FALSE,8,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,8,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,8,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,8,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,8,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,8,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,8,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,8,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,8,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,8,TRUE,FALSE
FALSE,TRUE,TRUE,TRUE,8,FALSE,TRUE
TRUE,TRUE,FALSE,TRUE,8,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,8,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,8,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,8,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,8,FALSE,FALSE
TRUE,TRUE,FALSE,FALSE,8,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,8,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,8,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,8,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,8,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,8,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,8,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,8,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,8,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,8,FALSE,FALSE
FALSE,TRUE,FALSE,FALSE,8,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,8,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,8,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,8,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,8,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,8,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,8,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,8,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,8,FALSE,FALSE
FALSE,FALSE,FALSE,FALSE,8,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,8,FALSE,TRUE
FALSE,TRUE,TRUE,FALSE,8,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,8,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,8,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,8,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,8,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,8,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,8,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,8,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,8,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,8,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,9,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,9,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,9,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,9,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,9,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,9,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,9,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,9,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,9,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,9,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,9,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,9,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,9,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,9,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,9,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,9,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,9,FALSE,FALSE
TRUE,TRUE,FALSE,TRUE,9,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,9,TRUE,FALSE
TRUE,TRUE,TRUE,TRUE,9,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,9,TRUE,FALSE
TRUE,TRUE,TRUE,TRUE,9,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,9,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,9,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,9,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,9,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,9,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,9,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,9,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,9,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,9,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,9,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,9,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,9,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,9,TRUE,TRUE
FALSE,TRUE,TRUE,TRUE,9,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,9,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,9,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,9,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,9,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,9,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,9,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,9,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,9,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,9,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,9,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,9,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,9,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,9,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,9,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,9,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,9,FALSE,TRUE
TRUE,TRUE,TRUE,FALSE,9,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,10,FALSE,TRUE
TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,10,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,10,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,10,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,10,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,10,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,10,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,10,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,10,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,10,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,10,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,10,TRUE,FALSE
FALSE,TRUE,TRUE,FALSE,10,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,10,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,10,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,10,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,10,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,10,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,10,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,10,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,10,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,10,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,10,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE
TRUE,TRUE,TRUE,TRUE,10,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,10,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,10,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE
TRUE,FALSE,TRUE,FALSE,10,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,10,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,10,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,10,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,10,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,10,FALSE,TRUE
TRUE,FALSE,TRUE,FALSE,10,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,10,FALSE,FALSE
TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,10,FALSE,FALSE
TRUE,TRUE,TRUE,FALSE,10,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,10,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,10,TRUE,TRUE
TRUE,FALSE,TRUE,FALSE,10,TRUE,FALSE
TRUE,TRUE,TRUE,TRUE,10,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,10,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,10,TRUE,TRUE
TRUE,TRUE,TRUE,FALSE,11,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,11,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,11,FALSE,FALSE
TRUE,TRUE,TRUE,FALSE,11,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,11,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,11,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,11,TRUE,FALSE
TRUE,TRUE,TRUE,FALSE,11,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,11,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,11,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,11,FALSE,TRUE
FALSE,FALSE,FALSE,FALSE,11,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,11,TRUE,TRUE
TRUE,TRUE,TRUE,TRUE,11,TRUE,FALSE
FALSE,FALSE,FALSE,FALSE,11,FALSE,FALSE
FALSE,TRUE,FALSE,FALSE,11,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,11,TRUE,FALSE
FALSE,TRUE,FALSE,FALSE,11,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,11,TRUE,TRUE
FALSE,FALSE,FALSE,FALSE,11,TRUE,FALSE
TRUE,TRUE,FALSE,TRUE,11,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,11,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,11,TRUE,FALSE
FALSE,FALSE,TRUE,FALSE,11,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,11,FALSE,FALSE
TRUE,TRUE,FALSE,FALSE,11,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,11,TRUE,FALSE
FALSE,TRUE,FALSE,TRUE,11,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,11,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,11,TRUE,TRUE
FALSE,TRUE,TRUE,FALSE,11,TRUE,TRUE
FALSE,FALSE,TRUE,FALSE,11,TRUE,FALSE
TRUE,FALSE,FALSE,FALSE,11,TRUE,FALSE
FALSE,TRUE,TRUE,TRUE,11,TRUE,TRUE
FALSE,TRUE,FALSE,FALSE,11,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,11,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,11,FALSE,FALSE
TRUE,TRUE,TRUE,FALSE,11,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,11,TRUE,FALSE
FALSE,FALSE,TRUE,FALSE,11,TRUE,FALSE
TRUE,TRUE,FALSE,FALSE,11,TRUE,TRUE
FALSE,TRUE,FALSE,TRUE,11,FALSE,TRUE
TRUE,TRUE,FALSE,FALSE,11,TRUE,TRUE
TRUE,TRUE,FALSE,FALSE,11,TRUE,TRUE
TRUE,TRUE,FALSE,TRUE,11,FALSE,TRUE
TRUE,TRUE,TRUE,FALSE,11,TRUE,TRUE
TRUE,FALSE,FALSE,FALSE,11,TRUE,FALSE
